#Pos (steps),	Merit (a. u.)
-1450.0000	137.7969
-1480.0000	141.1685
-1510.0000	141.4249
-1480.0000	137.9436
-1450.0000	141.4657
-1420.0000	145.2449
-1390.0000	146.6186
-1360.0000	147.8614
