#Pos (steps),	Merit (a. u.)
-1150.0000	247.4865
-1180.0000	242.7530
-1210.0000	243.6085
-1240.0000	237.0861
-1270.0000	239.3544
-1240.0000	242.4734
-1210.0000	242.8576
-1180.0000	240.2782
